Alignment_name	Taxon_name	Sequence_length	Undetermined_characters	Missing_percent	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
alignment.nex	uid51371	28217	10931	38.739	1831	191	1004	1188	564	1533	342	867	914	1626	491	451	814	635	1357	721	742	1428	166	421	0	0	0	0	0	0	10931	0
alignment.nex	uid51635	28217	10784	38.218	1643	162	954	1247	605	1416	365	980	1005	1609	420	524	729	782	1204	881	851	1441	186	429	0	0	0	0	0	0	10784	0
alignment.nex	uid51641	28217	10432	36.971	1943	128	1166	1312	587	1497	348	930	942	1546	427	459	891	612	1298	795	935	1353	190	426	0	0	0	0	0	0	10432	0
alignment.nex	uid54719	28217	10339	36.641	1899	150	1213	1235	610	1486	353	968	1050	1425	550	545	804	630	1173	844	962	1352	212	417	0	0	0	0	0	0	10339	0
alignment.nex	uid55641	28217	10382	36.793	1889	118	1085	1272	642	1465	341	964	1042	1570	424	551	792	583	1219	923	907	1394	209	445	0	0	0	0	0	0	10382	0
alignment.nex	uid55771	28217	11198	39.685	1517	197	928	1353	653	1412	318	1073	1240	1472	453	543	685	506	1019	850	827	1362	152	459	0	0	0	0	0	0	11198	0
alignment.nex	uid57607	28217	10762	38.14	1669	171	980	1306	617	1472	384	942	857	1623	425	491	780	595	1397	824	825	1473	181	443	0	0	0	0	0	0	10762	0
alignment.nex	uid57609	28217	10756	38.119	1330	191	962	1236	622	1256	420	1222	1221	1636	466	688	684	736	982	980	893	1269	177	490	0	0	0	0	0	0	10756	0
alignment.nex	uid57629	28217	10904	38.643	1340	315	982	1120	685	1423	405	1006	1071	1484	463	579	631	467	1091	1233	677	1642	169	530	0	0	0	0	0	0	10904	0
alignment.nex	uid57631	28217	10775	38.186	1455	153	904	1331	592	1268	379	1134	1199	1678	405	614	738	729	1199	837	889	1274	180	484	0	0	0	0	0	0	10775	0
alignment.nex	uid57643	28217	10714	37.97	1642	174	982	1256	639	1278	424	1150	1028	1609	448	618	689	818	1139	825	862	1258	176	488	0	0	0	0	0	0	10714	0
alignment.nex	uid57833	28217	10641	37.711	1603	209	943	1341	609	1446	408	934	1026	1525	521	539	742	731	1216	862	868	1430	188	435	0	0	0	0	0	0	10641	0
alignment.nex	uid57843	28217	10762	38.14	1744	154	1017	1278	597	1439	350	961	1030	1631	446	576	715	710	1155	832	845	1363	178	434	0	0	0	0	0	0	10762	0
alignment.nex	uid57853	28217	10866	38.509	649	239	733	995	808	918	297	2172	2185	1484	367	1366	512	402	717	1203	691	791	169	653	0	0	0	0	0	0	10866	0
alignment.nex	uid57863	28217	10440	36.999	1895	144	1158	1285	596	1546	362	945	1011	1456	527	546	786	603	1240	786	905	1342	220	424	0	0	0	0	0	0	10440	0
alignment.nex	uid57865	28217	10619	37.633	1737	131	1090	1292	619	1480	348	1039	1072	1418	485	580	766	560	1207	883	902	1373	191	425	0	0	0	0	0	0	10619	0
alignment.nex	uid57887	28217	10674	37.828	1955	123	1057	1183	580	1478	366	886	922	1611	422	487	763	656	1265	818	930	1441	184	416	0	0	0	0	0	0	10674	0
alignment.nex	uid57951	28217	10990	38.948	1235	297	958	1144	692	1312	372	1148	1158	1467	449	627	577	475	1045	1267	728	1567	159	550	0	0	0	0	0	0	10990	0
alignment.nex	uid57965	28217	11049	39.157	1120	268	845	1196	798	1224	373	1169	1277	1627	365	677	576	439	1009	1351	745	1417	150	542	0	0	0	0	0	0	11049	0
alignment.nex	uid58003	28217	10092	35.766	1868	150	982	1370	637	1520	364	849	1226	1591	416	487	877	611	1338	813	920	1495	170	441	0	0	0	0	0	0	10092	0
alignment.nex	uid58047	28217	10503	37.222	1843	143	1053	1239	605	1474	351	956	1088	1514	467	553	767	678	1178	785	910	1463	178	469	0	0	0	0	0	0	10503	0
alignment.nex	uid58071	28217	10914	38.679	941	291	988	1028	710	1092	367	1531	1444	1553	418	1061	545	494	770	1211	742	1320	157	640	0	0	0	0	0	0	10914	0
alignment.nex	uid58085	28217	10478	37.134	1972	144	1032	1148	618	1509	378	908	1037	1574	451	470	831	665	1243	809	887	1464	177	422	0	0	0	0	0	0	10478	0
alignment.nex	uid58111	28217	10826	38.367	1176	197	826	965	611	1115	434	1690	1215	1638	437	920	614	768	998	963	966	1076	190	592	0	0	0	0	0	0	10826	0
alignment.nex	uid58177	28217	10928	38.728	1431	189	950	1317	669	1402	387	1035	981	1618	457	487	800	556	1381	831	795	1371	166	466	0	0	0	0	0	0	10928	0
alignment.nex	uid58185	28217	11356	40.245	1294	163	938	1318	730	1186	321	1286	1427	1386	461	734	555	464	832	1074	845	1194	132	521	0	0	0	0	0	0	11356	0
alignment.nex	uid58241	28217	11130	39.444	1481	225	1048	1321	624	1402	330	970	1075	1570	447	527	701	581	1176	784	794	1431	158	442	0	0	0	0	0	0	11130	0
alignment.nex	uid58255	28217	11172	39.593	1452	229	986	1262	629	1373	334	1089	1087	1490	475	532	707	539	1128	965	859	1300	158	451	0	0	0	0	0	0	11172	0
alignment.nex	uid58299	28217	10473	37.116	1903	114	1174	1402	577	1537	348	913	1072	1491	469	480	833	625	1183	806	918	1292	212	395	0	0	0	0	0	0	10473	0
alignment.nex	uid58361	28217	10576	37.481	1633	159	938	1260	608	1438	398	1020	1004	1636	482	588	784	708	1255	910	829	1355	166	470	0	0	0	0	0	0	10576	0
alignment.nex	uid58363	28217	10750	38.098	1406	184	950	1209	639	1310	416	1245	1043	1647	439	646	727	748	1133	962	865	1253	165	480	0	0	0	0	0	0	10750	0
alignment.nex	uid58401	28217	10947	38.796	943	157	1066	1250	746	1130	275	1481	1920	1477	369	976	604	508	719	1096	837	1056	153	507	0	0	0	0	0	0	10947	0
alignment.nex	uid58433	28217	10424	36.942	2027	128	1091	1274	629	1563	308	958	1076	1442	473	535	832	535	1236	818	911	1365	199	393	0	0	0	0	0	0	10424	0
alignment.nex	uid58467	28217	10741	38.066	1775	146	1088	1394	555	1531	413	780	767	1591	420	426	814	717	1475	678	814	1462	190	440	0	0	0	0	0	0	10741	0
alignment.nex	uid58473	28217	10776	38.19	1785	150	1060	1453	547	1524	416	785	651	1560	393	412	814	701	1545	760	843	1415	186	441	0	0	0	0	0	0	10776	0
alignment.nex	uid58483	28217	10766	38.154	1547	149	1014	1366	603	1370	344	995	1173	1549	484	593	714	693	1081	887	836	1441	170	442	0	0	0	0	0	0	10766	0
alignment.nex	uid58499	28217	10891	38.597	1333	175	1058	1239	658	1181	340	1281	1483	1492	444	828	604	624	813	994	863	1250	155	511	0	0	0	0	0	0	10891	0
alignment.nex	uid58527	28217	11173	39.597	1783	154	1010	1192	610	1466	365	927	997	1456	465	475	790	514	1208	771	907	1388	195	371	0	0	0	0	0	0	11173	0
alignment.nex	uid58539	28217	10919	38.697	1305	200	952	1403	633	1358	337	1253	1217	1491	493	583	701	499	1179	909	782	1321	158	524	0	0	0	0	0	0	10919	0
alignment.nex	uid58551	28217	10380	36.786	2121	121	1108	1271	630	1521	331	930	1021	1527	421	473	852	547	1238	805	917	1402	205	396	0	0	0	0	0	0	10380	0
alignment.nex	uid58689	28217	10497	37.201	1962	153	1187	1335	607	1521	353	930	1005	1488	470	486	818	546	1238	822	873	1338	206	382	0	0	0	0	0	0	10497	0
alignment.nex	uid58691	28217	10593	37.541	2130	106	1134	1213	570	1576	339	956	947	1525	433	421	833	567	1312	788	876	1305	201	392	0	0	0	0	0	0	10593	0
alignment.nex	uid58739	28217	10565	37.442	1825	122	1081	1341	614	1522	328	979	1042	1494	474	513	812	555	1291	802	843	1396	193	425	0	0	0	0	0	0	10565	0
alignment.nex	uid58777	28217	10823	38.356	1661	207	1046	1199	663	1389	336	1109	1129	1383	480	516	767	510	1181	829	934	1407	169	479	0	0	0	0	0	0	10823	0
alignment.nex	uid58861	28217	11240	39.834	1226	136	890	1539	687	1206	311	1327	1629	1425	403	646	683	533	859	801	746	1202	152	576	0	0	0	0	0	0	11240	0
alignment.nex	uid58869	28217	10707	37.945	1107	250	884	1024	671	1055	368	1698	1506	1560	364	1017	576	679	765	1183	847	1170	157	629	0	0	0	0	0	0	10707	0
alignment.nex	uid58873	28217	10650	37.743	1785	119	1086	1283	618	1475	334	1001	1046	1461	490	593	768	565	1255	814	865	1394	180	435	0	0	0	0	0	0	10650	0
alignment.nex	uid58913	28217	10854	38.466	1496	201	1053	1374	649	1416	336	1018	1259	1436	526	565	751	546	1043	797	855	1411	173	458	0	0	0	0	0	0	10854	0
alignment.nex	uid58959	28217	10431	36.967	2106	124	1037	1381	600	1553	328	873	951	1534	405	443	891	596	1369	732	865	1393	217	388	0	0	0	0	0	0	10431	0
alignment.nex	uid58961	28217	10866	38.509	1201	164	922	1245	700	1104	339	1521	1591	1500	443	914	592	546	773	1080	859	1131	153	573	0	0	0	0	0	0	10866	0
alignment.nex	uid58989	28217	10245	36.308	2083	151	971	1335	597	1575	374	814	1108	1545	385	419	892	557	1438	704	852	1571	188	413	0	0	0	0	0	0	10245	0
alignment.nex	uid59023	28217	10476	37.127	2094	125	1064	1263	591	1513	351	943	842	1534	389	437	897	546	1486	739	883	1448	193	403	0	0	0	0	0	0	10476	0
alignment.nex	uid59061	28217	10904	38.643	1371	214	1055	1236	671	1326	338	1174	1238	1447	481	598	714	509	1074	972	922	1356	165	452	0	0	0	0	0	0	10904	0
alignment.nex	uid59089	28217	10830	38.381	1686	220	1035	1247	631	1458	374	939	1014	1565	463	492	798	517	1259	795	871	1403	180	440	0	0	0	0	0	0	10830	0
alignment.nex	uid59183	28217	10914	38.679	1449	209	1012	1342	621	1378	379	899	990	1618	428	502	791	767	1186	854	890	1336	178	474	0	0	0	0	0	0	10914	0
alignment.nex	uid59207	28217	10652	37.75	1868	189	1005	1173	622	1456	383	955	903	1667	455	476	781	642	1323	821	853	1398	176	419	0	0	0	0	0	0	10652	0
alignment.nex	uid59217	28217	10914	38.679	1478	235	991	1258	663	1409	359	1031	1115	1591	476	515	758	566	1113	869	887	1352	172	465	0	0	0	0	0	0	10914	0
alignment.nex	uid59227	28217	10589	37.527	1126	266	1047	1080	694	1239	381	1414	1200	1475	479	686	664	583	1121	1420	729	1368	176	480	0	0	0	0	0	0	10589	0
alignment.nex	uid59309	28217	10808	38.303	1808	212	1027	1225	627	1436	343	947	1050	1638	452	449	827	489	1190	811	891	1379	162	446	0	0	0	0	0	0	10808	0
alignment.nex	uid59365	28217	10198	36.141	1861	142	1177	1374	635	1481	299	1020	1168	1442	487	575	792	570	1155	935	928	1378	208	392	0	0	0	0	0	0	10198	0
alignment.nex	uid59371	28217	9488	33.625	1110	258	1093	1284	779	1261	397	1569	1636	1636	420	967	622	527	884	1320	843	1333	164	626	0	0	0	0	0	0	9488	0
alignment.nex	uid59373	28217	10822	38.353	1741	147	980	1183	609	1329	365	987	1143	1554	462	691	676	670	988	893	961	1390	157	469	0	0	0	0	0	0	10822	0
alignment.nex	uid59381	28217	10752	38.105	1650	163	1036	1301	595	1388	341	1012	1109	1523	498	634	703	646	1130	770	919	1405	186	456	0	0	0	0	0	0	10752	0
alignment.nex	uid59437	28217	10481	37.144	1917	129	1028	1207	591	1506	359	966	1109	1539	465	533	809	644	1155	827	891	1424	178	459	0	0	0	0	0	0	10481	0
alignment.nex	uid60487	28217	10342	36.652	1816	147	1045	1158	617	1452	397	958	980	1555	466	544	808	721	1298	863	921	1470	184	475	0	0	0	0	0	0	10342	0
alignment.nex	uid61575	28217	10898	38.622	1082	239	833	1249	650	1213	413	1486	1197	1631	411	737	711	638	938	1015	1017	1103	187	569	0	0	0	0	0	0	10898	0
alignment.nex	uid61591	28217	9713	34.423	1432	166	887	1609	714	1396	381	1315	1558	1719	459	653	705	600	973	1085	836	1290	151	575	0	0	0	0	0	0	9713	0
alignment.nex	uid61595	28217	10668	37.807	1513	159	943	1253	713	1339	340	1069	1464	1443	507	687	737	603	913	929	951	1328	179	479	0	0	0	0	0	0	10668	0
alignment.nex	uid61601	28217	10670	37.814	1678	136	1000	1265	615	1347	342	1056	1104	1562	449	671	682	803	1049	834	971	1360	169	454	0	0	0	0	0	0	10670	0
alignment.nex	uid61629	28217	9868	34.972	2039	141	1035	1317	612	1575	388	876	985	1610	391	413	955	560	1544	844	911	1527	186	440	0	0	0	0	0	0	9868	0
alignment.nex	uid61631	28217	10549	37.385	1937	140	1045	1156	578	1485	365	922	911	1583	444	501	828	735	1289	794	881	1431	188	455	0	0	0	0	0	0	10549	0
alignment.nex	uid61649	28217	10648	37.736	1740	156	985	1316	664	1413	346	980	1163	1517	470	646	700	687	1058	822	879	1380	172	475	0	0	0	0	0	0	10648	0
alignment.nex	uid63345	28217	10839	38.413	2170	142	1041	1183	571	1476	366	963	759	1531	426	466	859	490	1459	719	906	1287	190	374	0	0	0	0	0	0	10839	0
alignment.nex	uid65267	28217	11101	39.342	1120	156	1045	1463	712	1205	273	1310	1716	1390	404	693	596	426	937	850	696	1348	146	630	0	0	0	0	0	0	11101	0
alignment.nex	uid65447	28217	10589	37.527	1880	145	1138	1257	607	1503	355	985	928	1506	479	480	793	538	1342	768	936	1380	195	413	0	0	0	0	0	0	10589	0
alignment.nex	uid65785	28217	10860	38.487	1490	180	922	1269	625	1336	370	1105	978	1765	406	481	845	720	1306	784	809	1306	170	490	0	0	0	0	0	0	10860	0
alignment.nex	uid66305	28217	11116	39.395	922	159	1012	1218	740	1102	293	1496	1896	1497	335	910	584	516	718	1196	822	1050	150	485	0	0	0	0	0	0	11116	0
alignment.nex	uid67323	28217	10776	38.19	1636	148	1061	1320	600	1328	335	959	1078	1523	489	640	660	722	1036	951	872	1477	168	438	0	0	0	0	0	0	10776	0
alignment.nex	uid67363	28217	10791	38.243	1580	177	1005	1242	627	1334	382	1113	1109	1565	481	635	683	744	1013	929	845	1334	173	455	0	0	0	0	0	0	10791	0
alignment.nex	uid67391	28217	10808	38.303	1630	158	1013	1211	614	1319	381	1004	1061	1598	516	612	700	842	1007	843	905	1368	171	456	0	0	0	0	0	0	10808	0
alignment.nex	uid68687	28217	12646	44.817	1181	155	814	1094	644	1095	326	1282	1275	1388	366	760	550	517	769	954	697	1086	138	480	0	0	0	0	0	0	12646	0
alignment.nex	uid68745	28217	10679	37.846	1427	187	964	1202	625	1296	402	1225	1151	1633	456	724	703	747	1053	943	946	1222	163	469	0	0	0	0	0	0	10679	0
alignment.nex	uid70791	28217	10849	38.448	1824	153	949	1246	576	1438	422	865	671	1786	399	389	878	755	1518	792	771	1316	200	420	0	0	0	0	0	0	10849	0
alignment.nex	uid70793	28217	10492	37.183	1814	145	1014	1191	614	1447	354	1029	1136	1530	486	600	771	675	1088	868	933	1391	175	464	0	0	0	0	0	0	10492	0
alignment.nex	uid73585	28217	10628	37.665	1780	152	1150	1125	606	1437	368	1053	1182	1400	582	592	776	580	1114	797	974	1295	190	436	0	0	0	0	0	0	10628	0
