Alignment_name	Taxon_name	Sequence_length	Undetermined_characters	Missing_percent	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
alignment.nex	uid46679	37763	20523	54.347	1132	93	922	1254	741	1007	287	1430	1758	1496	342	1095	542	521	694	1126	882	1138	156	624	0	0	0	0	0	0	20523	0
alignment.nex	uid47313	37763	20689	54.786	1242	207	1051	1442	565	1280	361	1226	1188	1349	517	636	750	520	961	953	873	1232	197	524	0	0	0	0	0	0	20689	0
alignment.nex	uid48993	37763	21144	55.991	1144	110	787	1367	550	1219	342	1103	1258	1589	388	483	848	376	1112	826	728	1508	218	663	0	0	0	0	0	0	21144	0
alignment.nex	uid50305	37763	20698	54.81	1548	114	1354	2013	519	1442	369	799	472	1331	368	448	793	532	1178	804	965	1349	205	462	0	0	0	0	0	0	20698	0
alignment.nex	uid50427	37763	19965	52.869	1832	136	998	1247	631	1465	329	993	1144	1523	490	599	778	683	1131	864	891	1416	175	473	0	0	0	0	0	0	19965	0
alignment.nex	uid51175	37763	20535	54.379	1521	143	881	1204	587	1429	376	968	1057	1582	435	449	823	706	1271	870	902	1404	186	434	0	0	0	0	0	0	20535	0
alignment.nex	uid51371	37763	20477	54.225	1831	191	1004	1188	564	1533	342	867	914	1626	491	451	814	635	1357	721	742	1428	166	421	0	0	0	0	0	0	20477	0
alignment.nex	uid51395	37763	21212	56.171	1344	100	889	1223	549	1222	283	999	1050	1571	366	458	832	457	1206	953	763	1459	228	599	0	0	0	0	0	0	21212	0
alignment.nex	uid51637	37763	20883	55.3	1144	192	1022	1677	566	1262	375	1209	1057	1404	485	487	783	409	1249	791	756	1322	201	489	0	0	0	0	0	0	20883	0
alignment.nex	uid51875	37763	21164	56.044	1015	125	817	1274	556	1074	301	1690	1159	1452	397	607	787	363	1188	853	722	1268	242	709	0	0	0	0	0	0	21164	0
alignment.nex	uid52695	37763	21184	56.097	1229	219	962	1412	577	1321	332	1169	1125	1288	527	571	754	487	1015	863	785	1267	185	491	0	0	0	0	0	0	21184	0
alignment.nex	uid52827	37763	20778	55.022	1140	96	890	1287	565	1193	293	1271	1133	1493	457	595	909	423	1247	800	726	1522	261	684	0	0	0	0	0	0	20778	0
alignment.nex	uid55641	37763	19928	52.771	1889	118	1085	1272	642	1465	341	964	1042	1570	424	551	792	583	1219	923	907	1394	209	445	0	0	0	0	0	0	19928	0
alignment.nex	uid57667	37763	20514	54.323	1526	49	1000	1439	632	1270	314	1104	1201	1436	426	690	664	567	949	860	977	1443	174	528	0	0	0	0	0	0	20514	0
alignment.nex	uid57715	37763	20851	55.215	1311	185	925	1424	562	1277	338	1166	1228	1445	455	575	802	464	1001	863	865	1297	197	532	0	0	0	0	0	0	20851	0
alignment.nex	uid57729	37763	19403	51.381	920	168	979	1356	810	988	264	1645	2186	1579	333	1290	571	498	618	1257	914	1170	166	648	0	0	0	0	0	0	19403	0
alignment.nex	uid57755	37763	21275	56.338	1374	98	775	1416	492	1138	341	1090	1105	1554	369	392	908	392	1365	630	689	1461	266	633	0	0	0	0	0	0	21275	0
alignment.nex	uid57757	37763	21331	56.487	1388	98	775	1453	517	1303	301	948	925	1521	363	350	851	344	1545	751	647	1525	265	562	0	0	0	0	0	0	21331	0
alignment.nex	uid57769	37763	20311	53.785	1783	109	1780	1638	542	1419	402	731	460	1292	385	451	779	597	1115	763	1041	1486	205	474	0	0	0	0	0	0	20311	0
alignment.nex	uid57807	37763	21541	57.043	976	89	834	1311	564	1083	265	1471	1476	1499	345	696	753	417	903	779	740	1183	187	651	0	0	0	0	0	0	21541	0
alignment.nex	uid57833	37763	20187	53.457	1603	209	943	1341	609	1446	408	934	1026	1525	521	539	742	731	1216	862	868	1430	188	435	0	0	0	0	0	0	20187	0
alignment.nex	uid57881	37763	20098	53.221	1015	155	924	1449	798	1267	319	1308	1623	1577	383	703	724	573	924	1203	861	1202	163	494	0	0	0	0	0	0	20098	0
alignment.nex	uid57883	37763	20324	53.82	1261	184	1069	2195	548	1303	382	944	963	1482	380	334	963	345	1452	553	712	1594	253	522	0	0	0	0	0	0	20324	0
alignment.nex	uid58003	37763	19898	52.692	1882	159	960	1340	619	1508	355	819	1200	1551	408	474	867	615	1323	790	888	1511	165	431	0	0	0	0	0	0	19898	0
alignment.nex	uid58009	37763	21456	56.818	922	70	836	1437	615	1000	302	1540	1781	1526	302	680	745	391	843	588	597	1050	230	852	0	0	0	0	0	0	21456	0
alignment.nex	uid58023	37763	21197	56.132	1196	191	1010	1372	567	1241	345	1210	1135	1290	516	650	713	469	900	900	921	1267	195	478	0	0	0	0	0	0	21197	0
alignment.nex	uid58035	37763	21158	56.028	1057	191	926	1499	614	1176	322	1265	1575	1372	453	722	663	381	762	855	804	1241	170	557	0	0	0	0	0	0	21158	0
alignment.nex	uid58059	37763	20721	54.871	962	72	797	1158	993	945	282	1618	1833	1635	250	1058	564	705	711	1084	748	924	162	541	0	0	0	0	0	0	20721	0
alignment.nex	uid58139	37763	20335	53.849	1673	156	926	1309	598	1399	359	1040	1064	1480	453	507	851	619	1253	825	897	1354	193	472	0	0	0	0	0	0	20335	0
alignment.nex	uid58181	37763	21151	56.01	1276	213	962	1226	552	1301	412	1174	996	1347	503	497	794	538	1089	888	872	1284	203	485	0	0	0	0	0	0	21151	0
alignment.nex	uid58205	37763	20704	54.826	960	70	801	1161	990	943	284	1620	1839	1640	248	1063	563	707	711	1084	745	931	160	539	0	0	0	0	0	0	20704	0
alignment.nex	uid58299	37763	20019	53.012	1903	114	1174	1402	577	1537	348	913	1072	1491	469	480	833	625	1183	806	918	1292	212	395	0	0	0	0	0	0	20019	0
alignment.nex	uid58351	37763	19897	52.689	2125	116	1178	1213	584	1562	377	940	962	1551	466	471	846	565	1301	769	921	1316	221	382	0	0	0	0	0	0	19897	0
alignment.nex	uid58365	37763	21349	56.534	1243	112	741	1556	556	1165	330	880	1381	1524	403	392	906	334	1131	681	673	1585	259	562	0	0	0	0	0	0	21349	0
alignment.nex	uid58379	37763	21453	56.81	935	85	869	1249	549	1085	259	1450	1437	1514	353	688	719	435	950	945	720	1213	192	663	0	0	0	0	0	0	21453	0
alignment.nex	uid58407	37763	21113	55.909	1007	178	1077	1459	558	1102	366	1409	1360	1296	387	824	688	512	765	834	899	1183	175	571	0	0	0	0	0	0	21113	0
alignment.nex	uid58409	37763	21317	56.449	1365	109	790	1293	536	1180	340	1002	1127	1523	333	362	906	443	1261	685	677	1582	271	661	0	0	0	0	0	0	21317	0
alignment.nex	uid58469	37763	21218	56.187	1309	170	890	1341	550	1312	333	1149	895	1397	501	448	824	432	1369	877	738	1308	219	483	0	0	0	0	0	0	21218	0
alignment.nex	uid58563	37763	21220	56.193	1252	112	771	1443	572	1246	317	910	1158	1617	348	419	862	377	1268	829	631	1572	239	600	0	0	0	0	0	0	21220	0
alignment.nex	uid58601	37763	20570	54.471	1092	107	882	1584	588	1277	308	1282	1148	1600	444	472	836	332	1439	1015	632	1316	239	600	0	0	0	0	0	0	20570	0
alignment.nex	uid58673	37763	20045	53.081	1571	111	1612	1565	536	1325	382	1008	518	1271	386	583	814	657	1121	970	1255	1341	192	500	0	0	0	0	0	0	20045	0
alignment.nex	uid58679	37763	20489	54.257	1586	218	1030	1277	622	1423	373	944	1003	1595	451	505	769	502	1268	810	870	1387	184	457	0	0	0	0	0	0	20489	0
alignment.nex	uid58717	37763	21447	56.794	983	87	867	1258	568	1145	292	1182	1324	1501	429	589	752	462	1042	924	775	1387	198	551	0	0	0	0	0	0	21447	0
alignment.nex	uid58785	37763	21239	56.243	1389	228	936	1235	564	1292	361	1127	1051	1332	530	578	762	478	964	782	904	1319	197	495	0	0	0	0	0	0	21239	0
alignment.nex	uid58823	37763	21048	55.737	961	201	950	1472	578	1156	342	1471	1656	1297	448	911	696	356	732	752	808	1179	175	574	0	0	0	0	0	0	21048	0
alignment.nex	uid58841	37763	21438	56.77	985	96	828	1291	572	1042	252	1481	1430	1495	357	715	709	408	950	928	760	1197	197	632	0	0	0	0	0	0	21438	0
alignment.nex	uid58857	37763	21018	55.658	1035	137	958	1370	697	1076	296	1421	1701	1458	379	680	654	486	807	904	724	1174	133	655	0	0	0	0	0	0	21018	0
alignment.nex	uid58867	37763	20454	54.164	929	173	1188	1464	646	1205	275	1402	1605	1380	479	910	562	496	845	916	832	1231	149	622	0	0	0	0	0	0	20454	0
alignment.nex	uid58889	37763	21542	57.045	1052	268	816	1112	770	1165	345	1093	1235	1530	337	630	547	408	930	1294	698	1340	144	507	0	0	0	0	0	0	21542	0
alignment.nex	uid58903	37763	21013	55.644	1105	165	994	1305	616	1169	336	1251	1509	1344	399	662	719	553	786	1060	972	1154	182	469	0	0	0	0	0	0	21013	0
alignment.nex	uid58961	37763	20412	54.053	1201	164	922	1245	700	1104	339	1521	1591	1500	443	914	592	546	773	1080	859	1131	153	573	0	0	0	0	0	0	20412	0
alignment.nex	uid58985	37763	20354	53.899	1603	192	1013	1244	606	1313	336	1001	1043	1514	420	618	824	631	1177	927	944	1367	201	435	0	0	0	0	0	0	20354	0
alignment.nex	uid58989	37763	19791	52.408	2083	151	971	1335	597	1575	374	814	1108	1545	385	419	892	557	1438	704	852	1571	188	413	0	0	0	0	0	0	19791	0
alignment.nex	uid59043	37763	20933	55.433	1226	74	863	1646	631	1208	363	1255	1395	1439	424	500	823	410	1179	528	722	1305	243	596	0	0	0	0	0	0	20933	0
alignment.nex	uid59067	37763	21026	55.679	1487	158	847	1326	568	1442	357	901	810	1603	363	437	844	480	1490	612	852	1513	164	483	0	0	0	0	0	0	21026	0
alignment.nex	uid59119	37763	20594	54.535	1498	47	982	1461	635	1266	319	1097	1179	1409	419	704	655	557	942	876	975	1450	174	524	0	0	0	0	0	0	20594	0
alignment.nex	uid59127	37763	19610	51.929	1912	149	933	1385	663	1454	372	934	1036	1604	442	513	830	709	1298	899	983	1382	197	458	0	0	0	0	0	0	19610	0
alignment.nex	uid59161	37763	20542	54.397	1173	179	769	1397	751	1248	336	1219	1392	1739	342	567	841	636	1073	982	747	1159	210	461	0	0	0	0	0	0	20542	0
alignment.nex	uid59193	37763	21163	56.042	1374	187	929	1242	545	1325	398	1111	914	1384	473	492	781	579	1098	778	982	1343	203	462	0	0	0	0	0	0	21163	0
alignment.nex	uid59199	37763	20733	54.903	1519	156	949	1415	565	1312	376	938	913	1482	403	454	791	616	1413	717	785	1518	193	515	0	0	0	0	0	0	20733	0
alignment.nex	uid59215	37763	20591	54.527	1976	105	995	1329	496	1456	396	773	433	1620	305	306	882	500	1740	760	867	1637	216	380	0	0	0	0	0	0	20591	0
alignment.nex	uid59291	37763	20334	53.846	1135	189	1068	1401	648	1211	325	1436	1683	1351	456	869	568	408	836	973	866	1192	144	670	0	0	0	0	0	0	20334	0
alignment.nex	uid59325	37763	20697	54.808	993	61	887	1177	884	969	300	1613	1794	1526	259	1064	498	744	649	1104	810	1020	147	567	0	0	0	0	0	0	20697	0
alignment.nex	uid59371	37763	19034	50.404	1110	258	1093	1284	779	1261	397	1569	1636	1636	420	967	622	527	884	1320	843	1333	164	626	0	0	0	0	0	0	19034	0
alignment.nex	uid59581	37763	20220	53.544	1941	115	1144	1177	589	1500	342	981	926	1488	483	528	774	586	1228	790	939	1362	216	434	0	0	0	0	0	0	20220	0
alignment.nex	uid59769	37763	20693	54.797	1150	129	927	1584	592	1277	289	1313	1587	1381	512	749	568	434	845	873	850	1319	157	534	0	0	0	0	0	0	20693	0
alignment.nex	uid61249	37763	21617	57.244	1207	181	839	1337	702	1095	276	1235	1637	1515	365	833	488	470	717	926	666	1028	115	514	0	0	0	0	0	0	21617	0
alignment.nex	uid61411	37763	21626	57.268	1428	165	901	1186	548	1471	366	1016	1028	1328	423	419	759	419	1147	993	785	1147	172	436	0	0	0	7	0	0	21619	0
alignment.nex	uid61573	37763	21323	56.465	1080	111	1024	1191	643	1199	315	1385	1212	1195	481	659	679	408	1083	1011	752	1194	159	659	0	0	0	0	0	0	21323	0
alignment.nex	uid61581	37763	21026	55.679	1711	156	960	1190	485	1409	310	803	751	1678	347	483	787	735	1256	934	888	1302	200	352	0	0	0	0	0	0	21026	0
alignment.nex	uid61589	37763	19239	50.947	1641	199	1156	1385	631	1472	364	1002	1041	1568	490	577	868	731	1281	1061	1021	1383	198	455	0	0	0	0	0	0	19239	0
alignment.nex	uid61623	37763	21184	56.097	1361	192	934	1248	561	1273	321	1102	1303	1300	513	588	770	501	955	775	859	1283	190	550	0	0	0	0	0	0	21184	0
alignment.nex	uid61629	37763	19544	51.754	2030	147	1028	1309	608	1549	385	852	966	1613	395	408	946	550	1549	837	902	1519	191	435	0	0	0	0	0	0	19544	0
alignment.nex	uid62227	37763	21132	55.96	1217	102	771	1367	515	1254	368	1055	1094	1528	392	455	871	349	1272	822	715	1592	207	685	0	0	0	0	0	0	21132	0
alignment.nex	uid62461	37763	21409	56.693	788	172	857	1226	795	1039	315	1316	1528	1683	306	822	570	412	798	1293	662	1014	199	559	0	0	0	0	0	0	21409	0
alignment.nex	uid63623	37763	21112	55.907	1081	191	1021	1496	565	1207	350	1317	1382	1345	466	657	702	460	822	814	849	1215	185	526	0	0	0	0	0	0	21112	0
alignment.nex	uid64757	37763	20633	54.638	1338	85	1181	1445	579	1239	358	1113	1155	1406	426	721	667	705	916	879	867	1280	177	593	0	0	0	0	0	0	20633	0
alignment.nex	uid65089	37763	21239	56.243	1445	103	857	1271	531	1204	307	1055	1068	1567	346	387	928	406	1331	729	649	1445	256	639	0	0	0	0	0	0	21239	0
alignment.nex	uid65447	37763	20135	53.319	1880	145	1138	1257	607	1503	355	985	928	1506	479	480	793	538	1342	768	936	1380	195	413	0	0	0	0	0	0	20135	0
alignment.nex	uid65785	37763	20406	54.037	1490	180	922	1269	625	1336	370	1105	978	1765	406	481	845	720	1306	784	809	1306	170	490	0	0	0	0	0	0	20406	0
alignment.nex	uid66295	37763	20242	53.603	1233	245	827	1354	759	1220	421	1181	1254	1785	360	598	731	666	991	1176	808	1217	172	523	0	0	0	0	0	0	20242	0
alignment.nex	uid66551	37763	20932	55.43	1127	82	827	1677	631	1196	338	1363	1465	1414	424	488	834	388	1213	511	702	1299	254	598	0	0	0	0	0	0	20932	0
alignment.nex	uid66601	37763	20753	54.956	964	169	935	1338	762	1138	276	1454	1545	1484	394	737	679	464	922	1082	756	1172	169	570	0	0	0	0	0	0	20753	0
alignment.nex	uid66875	37763	21537	57.032	1009	94	883	1245	564	1071	263	1409	1476	1451	396	681	743	410	877	868	732	1226	197	631	0	0	0	0	0	0	21537	0
alignment.nex	uid68021	37763	20631	54.633	1204	111	1062	1418	637	1256	348	1227	1231	1372	502	773	607	566	941	917	850	1399	151	560	0	0	0	0	0	0	20631	0
alignment.nex	uid68249	37763	20429	54.098	1169	203	1042	1437	576	1258	376	1383	1215	1367	504	686	768	509	1000	1016	859	1205	205	556	0	0	0	0	0	0	20429	0
alignment.nex	uid68447	37763	20020	53.015	1589	339	890	1194	710	1297	441	912	873	1569	417	467	756	676	1428	997	920	1539	183	546	0	0	0	0	0	0	20020	0
alignment.nex	uid72475	37763	20585	54.511	1537	116	1660	1907	542	1374	395	793	508	1278	393	467	763	614	1075	746	969	1379	201	461	0	0	0	0	0	0	20585	0
alignment.nex	uid73415	37763	20948	55.472	1391	115	777	1490	531	1192	344	1104	1086	1552	390	369	965	362	1473	612	712	1491	277	582	0	0	0	0	0	0	20948	0
