Alignment_name	Taxon_name	Sequence_length	Undetermined_characters	Missing_percent	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
alignment.nex	uid59431	20920	3434	16.415	1667	161	1053	1276	604	1401	338	1030	1094	1504	497	640	698	655	1130	761	937	1397	188	455	0	0	0	0	0	0	3434	0
alignment.nex	uid59969	20920	3456	16.52	1699	161	1070	1264	599	1408	345	1005	1081	1528	492	625	692	644	1126	775	913	1398	187	452	0	0	0	0	0	0	3456	0
alignment.nex	uid61593	20920	3467	16.573	1542	170	1004	1322	583	1350	361	1110	1109	1538	496	657	684	674	1110	828	930	1348	182	455	0	0	0	0	0	0	3467	0
alignment.nex	uid61599	20920	3436	16.424	1562	165	1023	1339	602	1340	358	1108	1107	1537	490	668	690	660	1110	804	949	1333	186	453	0	0	0	0	0	0	3436	0
alignment.nex	uid62105	20920	3267	15.617	2003	118	1021	1277	572	1540	354	880	931	1607	402	465	790	643	1340	773	857	1466	190	424	0	0	0	0	0	0	3267	0
alignment.nex	uid62715	20920	3421	16.353	1614	162	1066	1271	609	1394	343	1014	1085	1547	497	624	700	671	1111	826	948	1395	185	437	0	0	0	0	0	0	3421	0
alignment.nex	uid62921	20920	3489	16.678	1754	143	1151	1296	584	1423	375	843	901	1571	464	518	745	665	1249	810	901	1426	185	427	0	0	0	0	0	0	3489	0
alignment.nex	uid62923	20920	3691	17.643	1605	162	1036	1349	625	1360	334	1038	1140	1481	510	662	650	607	1015	787	932	1358	174	404	0	0	0	0	0	0	3691	0
alignment.nex	uid64753	20920	3491	16.687	1591	146	1065	1322	602	1349	331	984	1103	1517	467	638	655	713	1030	961	897	1439	172	447	0	0	0	0	0	0	3491	0
alignment.nex	uid66323	20920	3568	17.055	1753	170	1009	1306	586	1386	365	1018	1101	1528	532	617	666	638	1077	749	880	1364	175	432	0	0	0	0	0	0	3568	0
alignment.nex	uid66567	20920	3476	16.616	1566	161	969	1344	595	1282	348	1103	1172	1570	467	701	681	756	1037	778	890	1360	182	482	0	0	0	0	0	0	3476	0
alignment.nex	uid67313	20920	3447	16.477	1649	172	1039	1267	610	1399	351	987	1074	1555	494	616	691	698	1128	796	916	1407	186	438	0	0	0	0	0	0	3447	0
alignment.nex	uid67349	20920	3560	17.017	1551	153	1052	1377	605	1339	345	1016	1145	1508	470	676	680	628	1007	869	951	1370	181	437	0	0	0	0	0	0	3560	0
alignment.nex	uid67363	20920	3493	16.697	1576	177	1008	1240	630	1338	381	1111	1109	1560	480	637	684	741	1013	930	837	1346	176	453	0	0	0	0	0	0	3493	0
alignment.nex	uid67387	20920	3511	16.783	1841	161	979	1169	588	1453	460	963	719	1732	433	454	824	725	1381	802	804	1331	185	405	0	0	0	0	0	0	3511	0
alignment.nex	uid67391	20920	3511	16.783	1630	158	1013	1211	614	1319	381	1004	1061	1598	516	612	700	842	1007	843	905	1368	171	456	0	0	0	0	0	0	3511	0
alignment.nex	uid68057	20920	3519	16.821	1673	168	973	1384	619	1364	357	1027	1140	1469	531	663	658	642	1029	790	937	1377	174	426	0	0	0	0	0	0	3519	0
alignment.nex	uid68739	20920	3570	17.065	1405	215	895	1067	599	1243	429	1250	1033	1590	506	752	640	751	1107	884	976	1315	183	510	0	0	0	0	0	0	3570	0
alignment.nex	uid72473	20920	3290	15.727	1978	118	1055	1207	584	1499	351	893	936	1602	418	506	750	691	1266	819	907	1447	188	415	0	0	0	0	0	0	3290	0
alignment.nex	uid73759	20920	3541	16.926	1541	154	1025	1330	607	1334	345	1073	1208	1493	487	656	677	658	955	914	944	1365	181	432	0	0	0	0	0	0	3541	0
